	gene_name	gene_symbol	ENSEMBL.tag	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000021782	discs large MAGUK scaffold protein 5	ENSMUSG00000021782	Dlg5	0.212793490799578	6.72064546253522	0.591417335592013	0.441871566619055	0.989220300658828
ENSMUSG00000020654	adenylate cyclase 3	ENSMUSG00000020654	Adcy3	-0.249797191383392	2.73784427974167	0.590932140099468	0.44205889213623	0.989220300658828
ENSMUSG00000003948	monocyte to macrophage differentiation-associated	ENSMUSG00000003948	Mmd	0.16806826539127	5.23359722665904	0.590779104908968	0.442118001736327	0.989220300658828
ENSMUSG00000025935	translocating chain-associating membrane protein 1	ENSMUSG00000025935	Tram1	0.166264741238818	7.5461143057535	0.590629860534818	0.442175658870788	0.989220300658828
ENSMUSG00000041570	calmodulin regulated spectrin-associated protein family, member 2	ENSMUSG00000041570	Camsap2	0.193757281755109	5.36200518497113	0.590373929922016	0.442274558759063	0.989220300658828
ENSMUSG00000023939	mitochondrial ribosomal protein L14	ENSMUSG00000023939	Mrpl14	-0.237145389339345	5.0934831486888	0.590324599464523	0.442293625566557	0.989220300658828
ENSMUSG00000034826	nucleoporin 54	ENSMUSG00000034826	Nup54	-0.188213644861515	4.61490821282524	0.590311740929078	0.442298595751332	0.989220300658828
ENSMUSG00000028797	transmembrane protein 234	ENSMUSG00000028797	Tmem234	-0.1628027786265	7.02978342684669	0.590106546403476	0.442377920843336	0.989220300658828
ENSMUSG00000062382	ferritin light polypeptide, pseudogene 2	ENSMUSG00000062382	Ftl1-ps2	-0.170256643791398	6.34873638417788	0.589784378136486	0.442502510466122	0.989220300658828
ENSMUSG00000067771	PWWP domain containing 4A	ENSMUSG00000067771	Pwwp4a	-0.16983627018852	5.08495036339351	0.589573572436084	0.44258406299536	0.989220300658828
ENSMUSG00000079562	macrophage erythroblast attacher	ENSMUSG00000079562	Maea	-0.16911546319718	7.69897753588461	0.589271918896854	0.442700801339223	0.989220300658828
ENSMUSG00000027913	cysteine-rich C-terminal 1	ENSMUSG00000027913	Crct1	-0.26310456458877	2.36964860524151	0.589168257170596	0.442740928849486	0.989220300658828
ENSMUSG00000056413	ArfGAP with dual PH domains 1	ENSMUSG00000056413	Adap1	-0.20210445687611	4.77970044623211	0.589070731447386	0.442778686231688	0.989220300658828
ENSMUSG00000040842	SUZ RNA binding domain containing 1	ENSMUSG00000040842	Szrd1	0.1540886836005	6.66322300452315	0.588830381840477	0.44287175952444	0.989220300658828
ENSMUSG00000068015	leucine-rich repeats and calponin homology (CH) domain containing 1	ENSMUSG00000068015	Lrch1	-0.191089540960243	5.17100555817416	0.588817636552026	0.442876695869052	0.989220300658828
ENSMUSG00000028252	cyclin C	ENSMUSG00000028252	Ccnc	-0.180681697669504	4.64148661889336	0.588745680210849	0.4429045666854	0.989220300658828
ENSMUSG00000022386	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	ENSMUSG00000022386	Trmu	-0.231601759253942	3.01649876943457	0.588137169062376	0.443140369278161	0.989220300658828
ENSMUSG00000005893	nuclear receptor subfamily 2, group C, member 2	ENSMUSG00000005893	Nr2c2	0.213101354290442	4.75852257881167	0.58806881442207	0.443166869312214	0.989220300658828
ENSMUSG00000029022	migration and invasion inhibitory protein	ENSMUSG00000029022	Miip	-0.229771104404589	3.09870555830997	0.587929761285261	0.443220785606381	0.989220300658828
ENSMUSG00000056342	ubiquitin specific peptidase 34	ENSMUSG00000056342	Usp34	0.174628886896654	6.430233602519	0.587708389298925	0.443306641003757	0.989220300658828
ENSMUSG00000063694	cytochrome c, somatic	ENSMUSG00000063694	Cycs	-0.211422728978634	5.03842672041912	0.587398568672857	0.443426842834085	0.989220300658828
ENSMUSG00000036959	BCL6 co-repressor-like 1	ENSMUSG00000036959	Bcorl1	0.354156368203526	2.94478146350576	0.587197653458343	0.443504819278304	0.989220300658828
ENSMUSG00000024213	nudix (nucleotide diphosphate linked moiety X)-type motif 3	ENSMUSG00000024213	Nudt3	0.164741686949864	5.21370331176325	0.586951250847061	0.443600478575797	0.989220300658828
ENSMUSG00000024269	tubulin polyglutamylase complex subunit 2	ENSMUSG00000024269	Tpgs2	-0.222427939069801	3.12506637893177	0.586815007758467	0.443653385033207	0.989220300658828
ENSMUSG00000025888	caspase 1	ENSMUSG00000025888	Casp1	0.275764136477345	1.63716280694081	0.586735750737645	0.443684166918383	0.989220300658828
ENSMUSG00000024947	multiple endocrine neoplasia 1	ENSMUSG00000024947	Men1	0.177159127743995	4.9855160419361	0.586703827104696	0.443696566368423	0.989220300658828
ENSMUSG00000001151	pericentrin (kendrin)	ENSMUSG00000001151	Pcnt	0.216375164309111	3.82277467435539	0.586620840929939	0.443728801511518	0.989220300658828
ENSMUSG00000041870	ankyrin repeat domain 13a	ENSMUSG00000041870	Ankrd13a	-0.176992235804775	7.78103928659432	0.58645939554998	0.443791523708091	0.989220300658828
ENSMUSG00000033184	transmembrane p24 trafficking protein 7	ENSMUSG00000033184	Tmed7	0.179060979416407	7.36089001769684	0.586191551784751	0.443895612332977	0.989220300658828
ENSMUSG00000064145	ariadne RBR E3 ubiquitin protein ligase 2	ENSMUSG00000064145	Arih2	-0.153725740391377	6.06495780965463	0.586108599562539	0.443927856622101	0.989220300658828
ENSMUSG00000038065	maturin, neural progenitor differentiation regulator homolog (Xenopus)	ENSMUSG00000038065	Mturn	0.292321717548011	1.33195349175746	0.585613843723926	0.444120247946428	0.989220300658828
ENSMUSG00000063856	glutathione peroxidase 1	ENSMUSG00000063856	Gpx1	-0.237573880974956	8.76379018967377	0.585601990334112	0.444124858849785	0.989220300658828
ENSMUSG00000032383	peptidylprolyl isomerase B	ENSMUSG00000032383	Ppib	-0.221178903990433	9.43532916961744	0.585210503875317	0.444277186517262	0.989220300658828
ENSMUSG00000045251	zinc finger protein 688	ENSMUSG00000045251	Zfp688	-0.217364828159924	3.15245150436839	0.58493031610935	0.444386257379552	0.989220300658828
ENSMUSG00000029916	acylglycerol kinase	ENSMUSG00000029916	Agk	-0.203661301269408	3.51338818315782	0.584656767081173	0.444492783879644	0.989220300658828
ENSMUSG00000022106	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	ENSMUSG00000022106	Rcbtb2	-0.180632074958325	5.78069950486679	0.584533287485982	0.444540882709178	0.989220300658828
ENSMUSG00000071072	prostaglandin E synthase 3	ENSMUSG00000071072	Ptges3	-0.16088692952921	7.31764626534574	0.584531773567836	0.444541472473493	0.989220300658828
ENSMUSG00000020922	LSM12 homolog	ENSMUSG00000020922	Lsm12	-0.160485441989234	5.37561939680387	0.584288026014639	0.444636442936383	0.989220300658828
ENSMUSG00000052446	zinc finger protein 961	ENSMUSG00000052446	Zfp961	-0.202866676322235	3.65936739200006	0.584260076275029	0.444647334896302	0.989220300658828
ENSMUSG00000000751	replication protein A1	ENSMUSG00000000751	Rpa1	-0.163530482642673	5.33561894756054	0.584064748143023	0.444723465417724	0.989220300658828
ENSMUSG00000021917	signal peptidase complex subunit 1 homolog (S. cerevisiae)	ENSMUSG00000021917	Spcs1	-0.184002308087297	7.06424796967581	0.584034462187248	0.444735271388995	0.989220300658828
ENSMUSG00000035696	ring finger protein 38	ENSMUSG00000035696	Rnf38	0.190199912193455	5.9236959062888	0.5840049072903	0.444746792848806	0.989220300658828
ENSMUSG00000116158	KiSS-1 metastasis-suppressor	ENSMUSG00000116158	Kiss1	-0.374662974628834	0.591243907045595	0.58373135855491	0.444853452962264	0.989220300658828
ENSMUSG00000009905	3-ketodihydrosphingosine reductase	ENSMUSG00000009905	Kdsr	0.198922627684425	6.2680557449551	0.583497195963307	0.444944787366692	0.989220300658828
ENSMUSG00000028063	lamin A	ENSMUSG00000028063	Lmna	-0.166455084053131	7.03283816580517	0.583237204376019	0.445046230296499	0.989220300658828
ENSMUSG00000004500	zinc finger protein 324	ENSMUSG00000004500	Zfp324	-0.21890241811218	2.95173973436175	0.583073798953147	0.445110005776468	0.989220300658828
ENSMUSG00000070047	FAT atypical cadherin 1	ENSMUSG00000070047	Fat1	0.286959209520268	5.4753231579331	0.583063053241915	0.445114200214372	0.989220300658828
ENSMUSG00000001510	distal-less homeobox 3	ENSMUSG00000001510	Dlx3	0.185530764413917	5.32064206823565	0.583033427619798	0.445125764477999	0.989220300658828
ENSMUSG00000025195	dynamin binding protein	ENSMUSG00000025195	Dnmbp	0.185447391307057	4.94453711460074	0.582960722054455	0.445154146826461	0.989220300658828
ENSMUSG00000026019	WD repeat domain 12	ENSMUSG00000026019	Wdr12	-0.201832989854167	4.06904897909154	0.582423301563938	0.445364028640537	0.989220300658828
ENSMUSG00000038167	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	ENSMUSG00000038167	Plekhg6	-0.170441550432041	5.38988426120849	0.582361021943431	0.445388360954518	0.989220300658828
ENSMUSG00000021728	embigin	ENSMUSG00000021728	Emb	0.211567171166206	5.4015236153636	0.581974289659186	0.445539501284585	0.989220300658828
ENSMUSG00000030214	phospholipase B domain containing 1	ENSMUSG00000030214	Plbd1	0.160753495110534	6.87236073142163	0.58186915944567	0.445580601361121	0.989220300658828
ENSMUSG00000042111	coiled-coil domain containing 115	ENSMUSG00000042111	Ccdc115	-0.177192651608946	5.36376014161194	0.581854514663121	0.44558632712407	0.989220300658828
ENSMUSG00000004951	heat shock protein 1	ENSMUSG00000004951	Hspb1	-0.192752879524921	8.73739367781795	0.58178554155964	0.445613295505778	0.989220300658828
ENSMUSG00000056749	nuclear factor, interleukin 3, regulated	ENSMUSG00000056749	Nfil3	0.185286180137209	4.66888865630454	0.581753354943839	0.445625881290419	0.989220300658828
ENSMUSG00000099481	Xrcc1 N-terminal domain containing 1	ENSMUSG00000099481	Xndc1	-0.210890684093353	3.14416374899477	0.581749149394253	0.44562752580785	0.989220300658828
ENSMUSG00000051257	tumor rejection antigen P1A	ENSMUSG00000051257	Trap1a	-0.181963855530179	7.88618757406316	0.581490552852983	0.445728664195386	0.989220300658828
ENSMUSG00000052187	hemoglobin Y, beta-like embryonic chain	ENSMUSG00000052187	Hbb-y	-0.526499539519237	11.787624859285	0.58148540842376	0.445730676567918	0.989220300658828
ENSMUSG00000025144	centromere protein X	ENSMUSG00000025144	Cenpx	-0.214718623109224	4.03384568489671	0.58144717752263	0.445745631984934	0.989220300658828
ENSMUSG00000020009	interferon gamma receptor 1	ENSMUSG00000020009	Ifngr1	0.163973136794257	5.1264365525023	0.581220097837308	0.445834478547649	0.989220300658828
ENSMUSG00000056050	melanoma inhibitory activity 3	ENSMUSG00000056050	Mia3	0.193603052232564	6.63532557919915	0.581188361264831	0.445846897896019	0.989220300658828
ENSMUSG00000066735	vitamin K epoxide reductase complex, subunit 1-like 1	ENSMUSG00000066735	Vkorc1l1	0.169828865147212	5.80104045854745	0.581123770775662	0.445872175494775	0.989220300658828
ENSMUSG00000055850	ring finger protein 181	ENSMUSG00000055850	Rnf181	0.167284001000384	6.96029119554084	0.581122704790772	0.445872592688421	0.989220300658828
ENSMUSG00000021457	spleen tyrosine kinase	ENSMUSG00000021457	Syk	-0.221807664144764	3.15579547554121	0.581116225671389	0.44587512842916	0.989220300658828
ENSMUSG00000030411	NOVA alternative splicing regulator 2	ENSMUSG00000030411	Nova2	-0.336354149777415	0.752455164535254	0.581078431314552	0.445889920497481	0.989220300658828
ENSMUSG00000092592	NA	ENSMUSG00000092592	NA	-0.303791006983184	1.21488625882934	0.581052817429003	0.445899945768952	0.989220300658828
ENSMUSG00000024570	ribosome binding factor A	ENSMUSG00000024570	Rbfa	-0.180547693583214	4.77708760818192	0.581015899559162	0.445914396033073	0.989220300658828
ENSMUSG00000037239	sprouty-related EVH1 domain containing 3	ENSMUSG00000037239	Spred3	-0.361920842166662	0.587256629070539	0.580849571773483	0.445979508478687	0.989220300658828
ENSMUSG00000059183	mitochondrial methionyl-tRNA formyltransferase	ENSMUSG00000059183	Mtfmt	-0.213232977498067	3.58345667008197	0.580698879655834	0.446038512745094	0.989220300658828
ENSMUSG00000027238	FERM domain containing 5	ENSMUSG00000027238	Frmd5	0.38368944617161	0.542312232027065	0.580556671079825	0.446094206337442	0.989220300658828
ENSMUSG00000006392	mediator complex subunit 8	ENSMUSG00000006392	Med8	-0.170999582350053	5.69791978816659	0.580477555314673	0.446125195361269	0.989220300658828
ENSMUSG00000029014	DnaJ heat shock protein family (Hsp40) member C2	ENSMUSG00000029014	Dnajc2	-0.168296672615182	5.4364662951971	0.580376205600857	0.446164898124968	0.989220300658828
ENSMUSG00000020526	zinc finger, HIT type 3	ENSMUSG00000020526	Znhit3	-0.24871758181905	3.8593200723971	0.580317804903544	0.446187778517658	0.989220300658828
ENSMUSG00000020876	sorting nexin 11	ENSMUSG00000020876	Snx11	-0.204724616424732	3.79229411212132	0.580024229651804	0.446302823839266	0.989220300658828
ENSMUSG00000022552	SHANK-associated RH domain interacting protein	ENSMUSG00000022552	Sharpin	-0.184983400685984	4.50226852227077	0.579933444208874	0.4463384098582	0.989220300658828
ENSMUSG00000036278	mono-ADP ribosylhydrolase 1	ENSMUSG00000036278	Macrod1	0.259885360828019	1.96659988634485	0.579500181307329	0.446508300605501	0.989220300658828
ENSMUSG00000028517	phospholipid phosphatase 3	ENSMUSG00000028517	Plpp3	-0.179305287701623	7.35932534313561	0.579478050718791	0.44651698112916	0.989220300658828
ENSMUSG00000049323	Smith-Magenis syndrome chromosome region, candidate 8 homolog (human)	ENSMUSG00000049323	Smcr8	0.180739566361603	5.1377951511568	0.579243696440391	0.446608920549067	0.989220300658828
ENSMUSG00000024960	phospholipase C, beta 3	ENSMUSG00000024960	Plcb3	-0.1569066132758	5.64212886564814	0.579228474313865	0.446614893350415	0.989220300658828
ENSMUSG00000032000	baculoviral IAP repeat-containing 3	ENSMUSG00000032000	Birc3	-0.200587347050294	4.09334348489277	0.579089074647866	0.446669596237761	0.989220300658828
ENSMUSG00000079476	RIKEN cDNA 1700011M02 gene	ENSMUSG00000079476	1700011M02Rik	-0.25354352389656	3.10905177229551	0.578990192253912	0.446708405736582	0.989220300658828
ENSMUSG00000049076	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	ENSMUSG00000049076	Acap2	0.180134640755236	4.96039064341978	0.578657096930554	0.446839177963278	0.989220300658828
ENSMUSG00000078784	ribosomal biogenesis factor	ENSMUSG00000078784	Rbis	-0.229619989316946	4.64469579431393	0.578611701199257	0.446857004792137	0.989220300658828
ENSMUSG00000040728	epithelial splicing regulatory protein 1	ENSMUSG00000040728	Esrp1	0.180476785513945	5.4091761579461	0.578355941247281	0.446957461938485	0.989220300658828
ENSMUSG00000027327	RIKEN cDNA 1700037H04 gene	ENSMUSG00000027327	1700037H04Rik	-0.197460482014571	4.19421541701773	0.578214281739934	0.447013117910522	0.989220300658828
ENSMUSG00000057133	chromodomain helicase DNA binding protein 6	ENSMUSG00000057133	Chd6	0.199515531892083	4.5986030373219	0.577779910981159	0.447183843002619	0.989220300658828
ENSMUSG00000037674	regulatory factor X, 7	ENSMUSG00000037674	Rfx7	0.198316438411501	4.32605553161182	0.577706087117787	0.447212868802137	0.989220300658828
ENSMUSG00000015597	zinc finger protein 318	ENSMUSG00000015597	Zfp318	0.206024615131864	4.01135929844269	0.57764552505601	0.447236682559316	0.989220300658828
ENSMUSG00000079658	elongin C	ENSMUSG00000079658	Eloc	-0.182713467243201	5.82060168910249	0.577632822506779	0.447241677609786	0.989220300658828
ENSMUSG00000060938	ribosomal protein L26	ENSMUSG00000060938	Rpl26	-0.230508884632986	7.92339096045731	0.577544025252394	0.447276597963251	0.989220300658828
ENSMUSG00000024091	vesicle-associated membrane protein, associated protein A	ENSMUSG00000024091	Vapa	-0.179421358198661	7.79680337224846	0.57744787565357	0.447314414470874	0.989220300658828
ENSMUSG00000058447	NA	ENSMUSG00000058447	NA	0.609347539491286	1.63193300086305	0.577443543676948	0.447316118393414	0.989220300658828
ENSMUSG00000049606	zinc finger protein 644	ENSMUSG00000049606	Zfp644	0.190344824467296	4.84714121699279	0.57723027080141	0.447400018771114	0.989220300658828
ENSMUSG00000067860	zinc finger protein of the cerebellum 3	ENSMUSG00000067860	Zic3	-0.323751175946176	1.34746110374934	0.577124500079542	0.447441637460987	0.989220300658828
ENSMUSG00000030256	basic helix-loop-helix family, member e41	ENSMUSG00000030256	Bhlhe41	-0.192634329525114	6.67210406765732	0.576916350694205	0.447523557700722	0.989220300658828
ENSMUSG00000032064	DIX domain containing 1	ENSMUSG00000032064	Dixdc1	-0.192645179393424	4.65048464366575	0.576829396100061	0.44755778685644	0.989220300658828
ENSMUSG00000029641	RAS-like, family 11, member A	ENSMUSG00000029641	Rasl11a	-0.223317041584648	3.01927173509309	0.576712045764432	0.447603987564243	0.989220300658828
ENSMUSG00000034708	granulin	ENSMUSG00000034708	Grn	0.215596195980122	8.32837113317687	0.576564427226515	0.447662115358887	0.989220300658828
ENSMUSG00000040441	solute carrier family 26, member 10	ENSMUSG00000040441	Slc26a10	-0.310783113415481	1.98471114838793	0.576238493410266	0.447790499970313	0.989220300658828
ENSMUSG00000031079	zinc finger protein 300	ENSMUSG00000031079	Zfp300	0.347480622030659	1.84185971358264	0.576135138072694	0.447831223361924	0.989220300658828
ENSMUSG00000029776	3-hydroxyisobutyrate dehydrogenase	ENSMUSG00000029776	Hibadh	-0.158392418617669	6.5640461764719	0.575932417397979	0.44791111475435	0.989220300658828
ENSMUSG00000030867	polo like kinase 1	ENSMUSG00000030867	Plk1	0.223501986062448	3.28684011711155	0.575858944514811	0.447940075589374	0.989220300658828
ENSMUSG00000061079	zinc finger protein 143	ENSMUSG00000061079	Zfp143	-0.20047662701832	3.82109444632486	0.575795160417791	0.447965219752752	0.989220300658828
ENSMUSG00000035093	SECIS binding protein 2-like	ENSMUSG00000035093	Secisbp2l	0.200699835667152	5.98288083999272	0.575450635654545	0.44810107191686	0.989220300658828
ENSMUSG00000002006	PDZ domain containing 4	ENSMUSG00000002006	Pdzd4	0.387926362844501	0.329514542009094	0.575432369237198	0.448108276474442	0.989220300658828
ENSMUSG00000034744	N-acetylglucosamine kinase	ENSMUSG00000034744	Nagk	-0.161434263758941	6.06105537001413	0.575431419629702	0.448108651019255	0.989220300658828
ENSMUSG00000028567	thioredoxin domain containing 12 (endoplasmic reticulum)	ENSMUSG00000028567	Txndc12	-0.157296417772982	6.7944384435233	0.575254421444063	0.448178471264139	0.989220300658828
ENSMUSG00000038446	cell division cycle 40	ENSMUSG00000038446	Cdc40	-0.162455369748882	5.69541960362812	0.57511557290816	0.44823325451018	0.989220300658828
ENSMUSG00000054612	O-6-methylguanine-DNA methyltransferase	ENSMUSG00000054612	Mgmt	0.330670942571777	1.4382911697456	0.574850878639407	0.448337719556088	0.989220300658828
ENSMUSG00000025727	RIKEN cDNA A930017K11 gene	ENSMUSG00000025727	A930017K11Rik	-0.279849756637733	1.73433106446612	0.57481899177655	0.448350306678694	0.989220300658828
ENSMUSG00000046269	ubiquitin specific peptidase 27, X chromosome	ENSMUSG00000046269	Usp27x	-0.201741913349989	4.80839307358063	0.574522784899944	0.448467258613615	0.989220300658828
ENSMUSG00000041037	immunity-related GTPase family, Q	ENSMUSG00000041037	Irgq	0.193619953938981	4.98051401564275	0.574460039513362	0.448492038588955	0.989220300658828
ENSMUSG00000032633	folliculin	ENSMUSG00000032633	Flcn	0.154595605352484	5.54662343664323	0.573285810043563	0.44895616933232	0.989220300658828
ENSMUSG00000058298	minichromosome maintenance 9 homologous recombination repair factor	ENSMUSG00000058298	Mcm9	-0.218330025668197	3.08728675412676	0.573126589875539	0.449019160920889	0.989220300658828
ENSMUSG00000092335	zinc finger protein 977	ENSMUSG00000092335	Zfp977	-0.278416068100385	1.53750392559355	0.572943629398295	0.449091561783968	0.989220300658828
ENSMUSG00000004105	angiopoietin-like 2	ENSMUSG00000004105	Angptl2	0.226662344968598	5.74071189142711	0.572895242590832	0.449110712383818	0.989220300658828
ENSMUSG00000021281	tumor necrosis factor, alpha-induced protein 2	ENSMUSG00000021281	Tnfaip2	-0.17923405870841	7.21883678696395	0.572649243904877	0.449208093772325	0.989220300658828
ENSMUSG00000034509	MAD2L1 binding protein	ENSMUSG00000034509	Mad2l1bp	-0.208899845296324	4.25452164568433	0.57245447249074	0.449285219595982	0.989220300658828
ENSMUSG00000036257	patatin-like phospholipase domain containing 8	ENSMUSG00000036257	Pnpla8	0.152280585392727	6.4571043241355	0.572340633467629	0.449330307266033	0.989220300658828
ENSMUSG00000068039	t-complex protein 1	ENSMUSG00000068039	Tcp1	-0.180572833230203	7.8911896028037	0.572339431267917	0.449330783453066	0.989220300658828
ENSMUSG00000045691	thiamine triphosphatase	ENSMUSG00000045691	Thtpa	0.212137560434043	3.34307003828212	0.572313264229853	0.449341148318662	0.989220300658828
ENSMUSG00000064288	H4 clustered histone 12	ENSMUSG00000064288	H4c12	-0.312271708335538	0.937448555714896	0.572128466817269	0.449414357900632	0.989220300658828
ENSMUSG00000041763	tripeptidyl peptidase II	ENSMUSG00000041763	Tpp2	-0.159372915471131	6.61939624752642	0.572128225078593	0.449414453680312	0.989220300658828
ENSMUSG00000022130	TDP-glucose 4,6-dehydratase	ENSMUSG00000022130	Tgds	-0.169700502536777	5.46026293572492	0.571879655801499	0.449512956560918	0.989220300658828
ENSMUSG00000115302	NA	ENSMUSG00000115302	NA	-0.206121157728766	4.87799829470297	0.571432493584865	0.449690242473684	0.989220300658828
ENSMUSG00000009079	Ewing sarcoma breakpoint region 1	ENSMUSG00000009079	Ewsr1	-0.158611287386331	7.16382929479965	0.57130935745645	0.449739081261105	0.989220300658828
ENSMUSG00000024976	Shoc2, leucine rich repeat scaffold protein	ENSMUSG00000024976	Shoc2	-0.152278277420152	6.69675056434317	0.57122030489683	0.449774406828568	0.989220300658828
ENSMUSG00000022332	KH domain containing, RNA binding, signal transduction associated 3	ENSMUSG00000022332	Khdrbs3	-0.226820912662661	3.07863893516068	0.571085654501102	0.449827828464577	0.989220300658828
ENSMUSG00000022438	parvin, beta	ENSMUSG00000022438	Parvb	-0.18989097912701	5.85762203500263	0.571082598490307	0.44982904103107	0.989220300658828
ENSMUSG00000031755	Bardet-Biedl syndrome 2 (human)	ENSMUSG00000031755	Bbs2	-0.223891284440668	2.76340358860112	0.570523516088147	0.450050960014032	0.989220300658828
ENSMUSG00000040242	FGFR1 oncogene partner 2	ENSMUSG00000040242	Fgfr1op2	-0.149902404216354	6.28623776292605	0.570223170826377	0.450170247874248	0.989220300658828
ENSMUSG00000032998	forkhead box J3	ENSMUSG00000032998	Foxj3	0.170735235520136	5.4478666519887	0.570189181386706	0.450183750536811	0.989220300658828
ENSMUSG00000001524	general transcription factor II H, polypeptide 4	ENSMUSG00000001524	Gtf2h4	-0.184691398159255	4.42820240276381	0.570033976313889	0.450245415417006	0.989220300658828
ENSMUSG00000051339	RIKEN cDNA 2900026A02 gene	ENSMUSG00000051339	2900026A02Rik	0.190556671259587	5.91808344394085	0.569508120552481	0.450454442384267	0.989220300658828
ENSMUSG00000050222	interleukin 17D	ENSMUSG00000050222	Il17d	0.267220280496797	2.21982345909458	0.569483865522272	0.450464087380575	0.989220300658828
ENSMUSG00000028896	regulator of chromosome condensation 1	ENSMUSG00000028896	Rcc1	0.194706194568281	4.84584186880711	0.569459406224954	0.450473813930015	0.989220300658828
ENSMUSG00000028188	spermatogenesis associated 1	ENSMUSG00000028188	Spata1	-0.318626769476273	0.935556345224346	0.569362559456588	0.450512329493522	0.989220300658828
ENSMUSG00000037993	DEAH (Asp-Glu-Ala-His) box polypeptide 38	ENSMUSG00000037993	Dhx38	-0.158420829060448	5.45621471455421	0.569273559854185	0.450547728804319	0.989220300658828
ENSMUSG00000074863	pluripotency associated transcript 25	ENSMUSG00000074863	Platr25	-0.222201090735965	2.69876143955645	0.56902722674269	0.45064572966829	0.989220300658828
ENSMUSG00000030729	phosphoglucomutase 2-like 1	ENSMUSG00000030729	Pgm2l1	0.225222097452728	3.27789667618722	0.569016185224072	0.450650123191902	0.989220300658828
ENSMUSG00000032462	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	ENSMUSG00000032462	Pik3cb	-0.170243202913711	7.01653166313145	0.568693188431411	0.450778676242228	0.989220300658828
ENSMUSG00000036202	replication timing regulatory factor 1	ENSMUSG00000036202	Rif1	0.206967048643721	4.15967638366113	0.568687315722096	0.450781014116542	0.989220300658828
ENSMUSG00000027952	phosphomevalonate kinase	ENSMUSG00000027952	Pmvk	-0.217194622987595	3.70360604792194	0.568566274820897	0.450829203660352	0.989220300658828
ENSMUSG00000053687	dipeptidase 2	ENSMUSG00000053687	Dpep2	-0.358993500252661	0.695500129130766	0.568298266163041	0.450935933543101	0.989220300658828
ENSMUSG00000021720	ring finger protein 180	ENSMUSG00000021720	Rnf180	0.307005015744916	0.438663848611195	0.568275829760225	0.450944870248693	0.989220300658828
ENSMUSG00000023723	mitochondrial ribosomal protein S23	ENSMUSG00000023723	Mrps23	-0.18505228320011	5.53911206482339	0.568187428831877	0.450980084159475	0.989220300658828
ENSMUSG00000018411	microtubule-associated protein tau	ENSMUSG00000018411	Mapt	-0.359412097169268	1.1033004492817	0.568005343758448	0.451052630053524	0.989220300658828
ENSMUSG00000018666	chromobox 1	ENSMUSG00000018666	Cbx1	-0.1553378710239	5.89981962947629	0.567970172811787	0.451066644877951	0.989220300658828
ENSMUSG00000067336	bone morphogenetic protein receptor, type II (serine/threonine kinase)	ENSMUSG00000067336	Bmpr2	0.255079378111383	6.68292345756232	0.567859755352218	0.451110648152267	0.989220300658828
ENSMUSG00000023022	LIM domain and actin binding 1	ENSMUSG00000023022	Lima1	-0.160998231702566	7.58314327395249	0.567627325868045	0.45120329726045	0.989220300658828
ENSMUSG00000057388	mitochondrial ribosomal protein L18	ENSMUSG00000057388	Mrpl18	-0.17623205979603	5.38335094682626	0.567375450215831	0.451303731416181	0.989220300658828
ENSMUSG00000042462	dCTP pyrophosphatase 1	ENSMUSG00000042462	Dctpp1	-0.223365758522308	3.64710381970897	0.567372403125653	0.451304946642043	0.989220300658828
ENSMUSG00000028099	polymerase (RNA) III (DNA directed) polypeptide C	ENSMUSG00000028099	Polr3c	-0.172434908874168	5.53634795400828	0.567184056894174	0.451380071911364	0.989220300658828
ENSMUSG00000022858	transformer 2 beta	ENSMUSG00000022858	Tra2b	-0.166928344102131	7.41596236711176	0.567076841593114	0.451422845386999	0.989220300658828
ENSMUSG00000026208	desmin	ENSMUSG00000026208	Des	-0.25452464168334	9.0836029343496	0.567061611807219	0.451428921814292	0.989220300658828
ENSMUSG00000025869	NOP16 nucleolar protein	ENSMUSG00000025869	Nop16	-0.189575207952976	4.99896996752617	0.566876114312439	0.451502942446129	0.989220300658828
ENSMUSG00000021608	lysophosphatidylcholine acyltransferase 1	ENSMUSG00000021608	Lpcat1	0.181383500294425	5.13270424673977	0.566724090429483	0.451563619970009	0.989220300658828
ENSMUSG00000056596	TMF1-regulated nuclear protein 1	ENSMUSG00000056596	Trnp1	-0.402325860528299	1.32458428394017	0.566593926935139	0.451615582456774	0.989220300658828
ENSMUSG00000024966	stress-induced phosphoprotein 1	ENSMUSG00000024966	Stip1	-0.165290291801844	7.30674916840127	0.566401487589431	0.451692423180635	0.989220300658828
ENSMUSG00000033565	RNA binding protein, fox-1 homolog (C. elegans) 2	ENSMUSG00000033565	Rbfox2	0.162452769203951	5.75896160243481	0.566090456303062	0.451816660718252	0.989220300658828
ENSMUSG00000040302	RNA binding motif protein 48	ENSMUSG00000040302	Rbm48	-0.213501689140539	3.13075694770963	0.565831022225292	0.45192032929265	0.989220300658828
ENSMUSG00000021694	excision repaiross-complementing rodent repair deficiency, complementation group 8	ENSMUSG00000021694	Ercc8	-0.227681290835276	2.69019563647924	0.565612771327962	0.452007570097456	0.989220300658828
